feature,correlation,mutual_info,rf_importance,rfecv,lasso_abs_coef,combined_score,selection_votes
clv_formula_value,1.0,8.642395717229325,0.8822375306156733,1,1501.5114604826992,0.8166624870675714,5.0
netloss_paid_am,0.9978897732745265,1.14196663173978,0.024794247135824114,1,18022.657174689666,0.6316257009375608,5.0
profit,0.9999303466877727,3.882925877688172,0.08041695722423975,1,0.0,0.5080738284468318,4.0
grosslosspaio_am,0.997093853825852,1.0560811192423056,0.011954565621032176,1,1798.9618060952328,0.4465316035404441,4.0
earnedpremium_am,0.13888722655186572,4.6793034256985395,0.00010578372757900063,1,1297.5404359467254,0.350487494164361,4.0
tax_am,0.1334057838191382,1.575490939982691,5.365546233763796e-05,1,4.47404706982164,0.2632024512421523,3.0
householdincome,0.020088200288747717,0.0,3.2956082919909384e-05,1,0.12315319837214353,0.20402637147583486,2.0
creditscore,0.007409133621080165,0.01858635332626779,4.1552193625920674e-05,1,0.8297044874452241,0.20193046794617278,2.0
claimcount_ct,0.7223142537700759,0.5129157333461729,5.852862193539456e-06,0,47.78699135853499,0.15686412849785838,1.0
claim_rate,0.6894032340760066,0.506106236833771,9.501489792391091e-06,0,22.80039338049257,0.1498478883055079,1.0
monetary,0.14124414796939402,1.886562776410556,1.5170143782580552e-05,0,3962.4486598095123,0.11588234986981369,2.0
directwrittenpremium_am,0.14124414796939402,1.8865420730887656,1.1446686764477935e-05,0,2713.4078553258237,0.10202024251527202,2.0
admin_expense_am,0.13803342139705552,1.3919452978725717,4.743015239143581e-06,0,1269.1574592469672,0.07390369893851359,2.0
coverageamount,0.12024329436102256,0.5505798481421911,1.1718396633537141e-05,0,3323.316459909953,0.07367189734141875,1.0
ppcvrglimit_am,0.12024329436102256,0.5505828175023213,1.1953465009025535e-05,0,3321.573504676311,0.07365267752362434,1.0
customersatisfaction,0.3312504260961792,0.10652593883821204,2.0614151638412425e-06,0,0.18225352427258076,0.06871766343044991,1.0
average_order_value,0.12236343928558474,1.6698845930439798,2.4765817180659055e-05,0,0.47593836109550564,0.06312749813385513,1.0
complaintcount,0.24056742776032775,0.06243453377806474,2.2821848450150936e-06,0,5.676931291218277,0.04962173758349481,1.0
commission_expense_am,0.09587748704521781,1.2660700507492395,5.22799998875396e-06,0,0.19671793674491636,0.048477812326004954,1.0
complaint_rate,0.22706532489523484,0.0580304102557645,1.3690842221100077e-06,0,26.737590513744085,0.04705290411288541,1.0
monetary_per_tenure,0.1036986825320603,1.015205157585025,6.958580660725226e-06,0,0.9994143957278891,0.044245903411657156,0.0
engagement_score,0.1969241991037782,0.07885268275389379,5.252582621885771e-06,0,65.52236526442773,0.04193782294954171,1.0
policy_renewed_flag,0.19184088392354778,0.031065330310411143,2.468481463933939e-06,0,4.5472645499638995,0.03913799729614974,0.0
renewal_ratio,0.16611224432887725,0.02762495450359914,1.0994939110780875e-05,0,28.802301076018527,0.03418374764563909,0.0
propertyvalue,0.1146253836363657,0.4849009925071188,1.2409743514113197e-05,0,0.6055488398429455,0.034155952081779954,0.0
hazard_score,0.0886646528486231,0.07608178435134949,5.828562817341925e-06,0,2.1665936251787263,0.019518852840690715,0.0
dwellingsquarefeet_ct,0.05958599428336836,0.18740658032264257,2.519087816249276e-05,0,0.06704165835443945,0.016260459989756178,1.0
home_age_yr,0.0657992991988358,0.01453565142336899,1.0871134583651545e-05,0,0.16526478617979462,0.01350043213740972,0.0
zip,0.0016108551002029148,0.3524475641802325,7.084076780459071e-06,0,0.0,0.008479917546797937,0.0
policyratedstate_tp,0.0,0.35009543494704776,4.395130982016875e-06,0,0.3475389873028048,0.008106561299246135,0.0
customertenure,0.006361854232405306,0.005163026829743789,2.5845711137380896e-06,0,325.1112648702528,0.005000138008965991,1.0
deductible,0.01929107637222833,0.004796427600787023,8.369760573217253e-06,0,25.492418754006003,0.004253897062018236,0.0
tenure_months,0.006361854232405306,0.005158188689782239,3.028272992227046e-06,0,153.84180724928538,0.0030995250060471607,0.0
seasonal_in,0.01265489070129371,0.0,6.944796832333388e-07,0,0.1550280324956235,0.002532749687369746,0.0
multiproductdiscount_flag,0.010441613582680724,0.0,4.6872007579420407e-07,0,0.9652220993647317,0.0020990339239902846,0.0
has_mortgage,0.007360092600481986,0.00320510445461597,1.045344364817496e-06,0,0.6771075428497382,0.0015538348641230913,0.0
earnedexposure_ct,0.0053176285828979535,0.012350438207191061,2.1108445448438242e-05,0,1.3577597310132155,0.0013690824455934777,0.0
agentexperienceyears,0.006194221926577841,0.0035862919591460596,7.322204351450274e-06,0,0.05346431244330485,0.0013239843520015597,0.0
meritpoint_ct,0.005895456702508672,0.0054072894531354,3.4549055806969998e-06,0,0.4280269332700172,0.00130965221402786,0.0
year,0.004975587531534851,0.006681060464734934,1.0382611768054494e-05,0,0.36621590720071945,0.0011560402069374378,0.0
insureditem_tp,0.0,0.0458090144178005,6.003237512512498e-07,0,0.6105820189860096,0.0010669054554800282,0.0
frequency,0.001587995927173503,0.0,7.771119639953068e-07,0,27.993107708567244,0.0006283126099646365,0.0
paymentdelaydays,0.0009143036441849425,0.002357606598423878,4.675303806060612e-06,0,29.732321447003912,0.0005683172613153842,0.0
delequencyflag,0.001660063652200996,0.005843779778551328,2.4479217428658097e-06,0,0.5195089846756562,0.00047346165555530145,0.0
ratedinsuredage_ct,0.002321792398525374,0.0,4.501242032076031e-06,0,0.17154313200013566,0.000467176276700729,0.0
propertycoveragesubtype_tp,0.0,0.019124529512233535,3.699924978802278e-06,0,0.2087069670803261,0.00044562327802738944,0.0
agentname,0.0,0.018245674669693734,4.106028826417631e-06,0,0.1656824669255602,0.0004248996686309776,0.0
creditmodel_cd,0.0,0.016996906840786252,5.108590319186447e-06,0,0.21787812130111703,0.0003968075187518906,0.0
roof_tp,0.0,0.016873221664475357,1.3249020904586802e-06,0,0.4544255783312256,0.0003957124818875665,0.0
dwellingstory_ct,0.00045390566437437366,0.010776316712728384,1.0092976045188191e-06,0,0.3217032363260742,0.00034385629304534306,0.0
policyterm_ct,0.001587995927173503,0.0,3.0931651936740457e-06,0,0.0,0.0003181941377964254,0.0
writenexposure_ct,0.0015879959271735008,0.0,2.659527330741942e-06,0,0.0,0.00031809583363722306,0.0
discountrate,0.0014181389788459771,0.0,2.860322622268357e-05,0,1.529743835660037,0.00030698157388263543,1.0
recency,0.0009143036441849425,0.0025972085946586176,5.51846005749463e-06,0,2.9180469061342187,0.0002764913736574911,0.0
construction_tp,0.0,0.011228256715240192,3.4546352070041677e-06,0,0.443278368495948,0.000265437320226118,0.0
integratedcoverage_tp,0.0,0.010171746746097554,2.7469242296262572e-06,0,0.004336942057550853,0.00023595641909961076,0.0
accounting_month,0.0,0.007851052161258032,9.625837187369959e-06,0,0.4541534285277105,0.00018880263129336468,0.0
new_existing_recurring_flag,0.0,0.005069412060114242,5.659123693878102e-06,0,0.2955747894666697,0.0001217716537086137,0.0
incomebracket,0.0,0.004122253239291496,3.365340158871548e-06,0,0.3226473005320326,9.96331936836357e-05,0.0
agent_channel,0.0,0.0,1.855741475368362e-06,0,0.8534099446574139,9.784844820108211e-06,0.0
marketingchannel,0.0,8.054742636609546e-05,4.101058501180394e-06,0,0.3677112574004822,6.767989414212174e-06,0.0
ratedcounty_tp,0.0,0.0,5.1096860771438564e-06,0,0.5133138814226011,6.74840789926353e-06,0.0
paymentmethod,0.0,0.0,2.7025768532698706e-06,0,0.159632631799385,2.277873483900754e-06,0.0
